time,lat_5deg,lon_5deg,ph
1880-12-31,-65.0,-125.0,8.171318
1880-12-31,-65.0,-120.0,8.17445
1880-12-31,-65.0,-115.0,8.176023
1880-12-31,-65.0,-110.0,8.172379
1880-12-31,-65.0,-105.0,8.167189
1880-12-31,-65.0,-100.0,8.167088
1880-12-31,-65.0,-95.0,8.168179
1880-12-31,-65.0,-90.0,8.167973
1880-12-31,-65.0,-85.0,8.1661415
1880-12-31,-65.0,-80.0,8.160599
1880-12-31,-65.0,-75.0,8.150071
1880-12-31,-65.0,-70.0,8.148308
1880-12-31,-65.0,-65.0,8.150488
1880-12-31,-65.0,-60.0,8.175331
1880-12-31,-65.0,-55.0,8.165219
1880-12-31,-65.0,-50.0,8.148584
1880-12-31,-65.0,-45.0,8.163295
1880-12-31,-65.0,-40.0,8.133596
1880-12-31,-65.0,-35.0,8.095595
1880-12-31,-65.0,-30.0,8.070101
1880-12-31,-65.0,-25.0,8.062353
1880-12-31,-65.0,-20.0,8.072475
1880-12-31,-65.0,-15.0,8.079699
1880-12-31,-65.0,-10.0,8.087969
1880-12-31,-65.0,-5.0,8.089875
1880-12-31,-65.0,-0.0,8.091568
1880-12-31,-65.0,5.0,8.097773
1880-12-31,-65.0,10.0,8.105163
1880-12-31,-65.0,15.0,8.110841
1880-12-31,-65.0,20.0,8.119468
1880-12-31,-65.0,25.0,8.119448
1880-12-31,-65.0,30.0,8.115174
1880-12-31,-65.0,35.0,8.116188
1880-12-31,-65.0,40.0,8.125667
1880-12-31,-65.0,45.0,8.130751
1880-12-31,-65.0,50.0,8.126293
1880-12-31,-65.0,55.0,8.11716
1880-12-31,-65.0,60.0,8.124848
1880-12-31,-65.0,65.0,8.126411
1880-12-31,-65.0,70.0,8.112453
1880-12-31,-65.0,75.0,8.100611
1880-12-31,-65.0,80.0,8.102788
1880-12-31,-65.0,85.0,8.090957
1880-12-31,-65.0,90.0,8.088108
1880-12-31,-65.0,95.0,8.093696
1880-12-31,-65.0,100.0,8.099302
1880-12-31,-65.0,105.0,8.096201
1880-12-31,-65.0,110.0,8.072436
1880-12-31,-65.0,115.0,8.060959
1880-12-31,-65.0,120.0,8.068389
1880-12-31,-65.0,125.0,8.071888
1880-12-31,-65.0,130.0,8.078652
1880-12-31,-65.0,135.0,8.082335
1880-12-31,-65.0,140.0,8.080062
1880-12-31,-65.0,145.0,8.082667
1880-12-31,-65.0,150.0,8.087085
1880-12-31,-65.0,155.0,8.092626
1880-12-31,-65.0,160.0,8.094219
1880-12-31,-65.0,165.0,8.08715
1880-12-31,-65.0,170.0,8.091565
1880-12-31,-65.0,175.0,8.093699
1880-12-31,-65.0,180.0,8.097056
1880-12-31,-60.0,-180.0,8.129778
1880-12-31,-60.0,-175.0,8.127944
1880-12-31,-60.0,-170.0,8.125079
1880-12-31,-60.0,-165.0,8.124594
1880-12-31,-60.0,-160.0,8.124181
1880-12-31,-60.0,-155.0,8.119917
1880-12-31,-60.0,-150.0,8.12164
1880-12-31,-60.0,-145.0,8.13217
1880-12-31,-60.0,-140.0,8.138831
1880-12-31,-60.0,-135.0,8.141083
1880-12-31,-60.0,-130.0,8.14332
1880-12-31,-60.0,-125.0,8.147003
1880-12-31,-60.0,-120.0,8.150981
1880-12-31,-60.0,-115.0,8.154219
1880-12-31,-60.0,-110.0,8.1542225
1880-12-31,-60.0,-105.0,8.151316
1880-12-31,-60.0,-100.0,8.148991
1880-12-31,-60.0,-95.0,8.149858
1880-12-31,-60.0,-90.0,8.149745
1880-12-31,-60.0,-85.0,8.148075
1880-12-31,-60.0,-80.0,8.144858
1880-12-31,-60.0,-75.0,8.141776
1880-12-31,-60.0,-70.0,8.141537
1880-12-31,-60.0,-65.0,8.1434765
1880-12-31,-60.0,-60.0,8.135135
1880-12-31,-60.0,-55.0,8.142212
1880-12-31,-60.0,-50.0,8.1575165
1880-12-31,-60.0,-45.0,8.196635
1880-12-31,-60.0,-40.0,8.188753
1880-12-31,-60.0,-35.0,8.158247
1880-12-31,-60.0,-30.0,8.111014
1880-12-31,-60.0,-25.0,8.0774975
1880-12-31,-60.0,-20.0,8.0835085
1880-12-31,-60.0,-15.0,8.09297
1880-12-31,-60.0,-10.0,8.098698
1880-12-31,-60.0,-5.0,8.106043
1880-12-31,-60.0,-0.0,8.094969
1880-12-31,-60.0,5.0,8.084189
1880-12-31,-60.0,10.0,8.09641
1880-12-31,-60.0,15.0,8.110275
1880-12-31,-60.0,20.0,8.115381
1880-12-31,-60.0,25.0,8.125066
1880-12-31,-60.0,30.0,8.131078
1880-12-31,-60.0,35.0,8.133126
1880-12-31,-60.0,40.0,8.136632
1880-12-31,-60.0,45.0,8.135658
1880-12-31,-60.0,50.0,8.130582
1880-12-31,-60.0,55.0,8.124624
1880-12-31,-60.0,60.0,8.123551
1880-12-31,-60.0,65.0,8.12553
1880-12-31,-60.0,70.0,8.125399
1880-12-31,-60.0,75.0,8.104655
1880-12-31,-60.0,80.0,8.0933
1880-12-31,-60.0,85.0,8.080212
1880-12-31,-60.0,90.0,8.085742
1880-12-31,-60.0,95.0,8.084552
1880-12-31,-60.0,100.0,8.093518
1880-12-31,-60.0,105.0,8.110628
1880-12-31,-60.0,110.0,8.110972
1880-12-31,-60.0,115.0,8.1061735
1880-12-31,-60.0,120.0,8.1143675
1880-12-31,-60.0,125.0,8.113179
1880-12-31,-60.0,130.0,8.120917
1880-12-31,-60.0,135.0,8.126139
1880-12-31,-60.0,140.0,8.1244
1880-12-31,-60.0,145.0,8.122576
1880-12-31,-60.0,150.0,8.10894
1880-12-31,-60.0,155.0,8.100086
1880-12-31,-60.0,160.0,8.103316
1880-12-31,-60.0,165.0,8.116105
1880-12-31,-60.0,170.0,8.124263
1880-12-31,-60.0,175.0,8.128557
1880-12-31,-60.0,180.0,8.129953
1880-12-31,-55.0,-180.0,8.147798
1880-12-31,-55.0,-175.0,8.148967
1880-12-31,-55.0,-170.0,8.149677
1880-12-31,-55.0,-165.0,8.151711
1880-12-31,-55.0,-160.0,8.152017
1880-12-31,-55.0,-155.0,8.147385
1880-12-31,-55.0,-150.0,8.142429
1880-12-31,-55.0,-145.0,8.142739
1880-12-31,-55.0,-140.0,8.144957
1880-12-31,-55.0,-135.0,8.145243
1880-12-31,-55.0,-130.0,8.146863
1880-12-31,-55.0,-125.0,8.146458
1880-12-31,-55.0,-120.0,8.145693
1880-12-31,-55.0,-115.0,8.145131
1880-12-31,-55.0,-110.0,8.144841
1880-12-31,-55.0,-105.0,8.144345
1880-12-31,-55.0,-100.0,8.144082
1880-12-31,-55.0,-95.0,8.144073
1880-12-31,-55.0,-90.0,8.1431055
1880-12-31,-55.0,-85.0,8.141787
1880-12-31,-55.0,-80.0,8.140534
1880-12-31,-55.0,-75.0,8.147932
1880-12-31,-55.0,-70.0,8.162347
1880-12-31,-55.0,-65.0,8.147938
1880-12-31,-55.0,-60.0,8.137791
1880-12-31,-55.0,-55.0,8.129636
1880-12-31,-55.0,-50.0,8.126763
1880-12-31,-55.0,-45.0,8.131082
1880-12-31,-55.0,-40.0,8.152592
1880-12-31,-55.0,-35.0,8.1758375
1880-12-31,-55.0,-30.0,8.171836
1880-12-31,-55.0,-25.0,8.150376
1880-12-31,-55.0,-20.0,8.152854
1880-12-31,-55.0,-15.0,8.154517
1880-12-31,-55.0,-10.0,8.145923
1880-12-31,-55.0,-5.0,8.133547
1880-12-31,-55.0,-0.0,8.120162
1880-12-31,-55.0,5.0,8.105979
1880-12-31,-55.0,10.0,8.102459
1880-12-31,-55.0,15.0,8.110112
1880-12-31,-55.0,20.0,8.116819
1880-12-31,-55.0,25.0,8.119592
1880-12-31,-55.0,30.0,8.122917
1880-12-31,-55.0,35.0,8.127285
1880-12-31,-55.0,40.0,8.127852
1880-12-31,-55.0,45.0,8.127538
1880-12-31,-55.0,50.0,8.126812
1880-12-31,-55.0,55.0,8.126026
1880-12-31,-55.0,60.0,8.126807
1880-12-31,-55.0,65.0,8.129173
1880-12-31,-55.0,70.0,8.12888
1880-12-31,-55.0,75.0,8.1245
1880-12-31,-55.0,80.0,8.1052685
1880-12-31,-55.0,85.0,8.097858
1880-12-31,-55.0,90.0,8.099624
1880-12-31,-55.0,95.0,8.103199
1880-12-31,-55.0,100.0,8.105975
1880-12-31,-55.0,105.0,8.109608
1880-12-31,-55.0,110.0,8.11432
1880-12-31,-55.0,115.0,8.121002
1880-12-31,-55.0,120.0,8.12831
1880-12-31,-55.0,125.0,8.134541
1880-12-31,-55.0,130.0,8.138898
1880-12-31,-55.0,135.0,8.142118
1880-12-31,-55.0,140.0,8.143208
1880-12-31,-55.0,145.0,8.140841
1880-12-31,-55.0,150.0,8.140385
1880-12-31,-55.0,155.0,8.144287
1880-12-31,-55.0,160.0,8.150397
1880-12-31,-55.0,165.0,8.15313
1880-12-31,-55.0,170.0,8.150581
1880-12-31,-55.0,175.0,8.147615
1880-12-31,-55.0,180.0,8.146958
1880-12-31,-50.0,-180.0,8.150046
1880-12-31,-50.0,-175.0,8.152257
1880-12-31,-50.0,-170.0,8.156033
1880-12-31,-50.0,-165.0,8.160359
1880-12-31,-50.0,-160.0,8.162959
1880-12-31,-50.0,-155.0,8.161564
1880-12-31,-50.0,-150.0,8.158811
1880-12-31,-50.0,-145.0,8.156783
1880-12-31,-50.0,-140.0,8.153626
1880-12-31,-50.0,-135.0,8.151319
1880-12-31,-50.0,-130.0,8.149024
1880-12-31,-50.0,-125.0,8.147296
1880-12-31,-50.0,-120.0,8.146382
1880-12-31,-50.0,-115.0,8.148241
1880-12-31,-50.0,-110.0,8.150354
1880-12-31,-50.0,-105.0,8.148697
1880-12-31,-50.0,-100.0,8.146867
1880-12-31,-50.0,-95.0,8.146917
1880-12-31,-50.0,-90.0,8.147374
1880-12-31,-50.0,-85.0,8.1474
1880-12-31,-50.0,-80.0,8.145507
1880-12-31,-50.0,-75.0,8.175901
1880-12-31,-50.0,-70.0,8.180574
1880-12-31,-50.0,-65.0,8.168887
1880-12-31,-50.0,-60.0,8.154861
1880-12-31,-50.0,-55.0,8.129912
1880-12-31,-50.0,-50.0,8.124953
1880-12-31,-50.0,-45.0,8.128698
1880-12-31,-50.0,-40.0,8.134576
1880-12-31,-50.0,-35.0,8.143744
1880-12-31,-50.0,-30.0,8.14771
1880-12-31,-50.0,-25.0,8.149326
1880-12-31,-50.0,-20.0,8.151222
1880-12-31,-50.0,-15.0,8.152121
1880-12-31,-50.0,-10.0,8.148321
1880-12-31,-50.0,-5.0,8.142177
1880-12-31,-50.0,-0.0,8.142587
1880-12-31,-50.0,5.0,8.141796
1880-12-31,-50.0,10.0,8.140866
1880-12-31,-50.0,15.0,8.139471
1880-12-31,-50.0,20.0,8.139915
1880-12-31,-50.0,25.0,8.141205
1880-12-31,-50.0,30.0,8.142836
1880-12-31,-50.0,35.0,8.14289
1880-12-31,-50.0,40.0,8.141737
1880-12-31,-50.0,45.0,8.140874
1880-12-31,-50.0,50.0,8.137935
1880-12-31,-50.0,55.0,8.139189
1880-12-31,-50.0,60.0,8.141004
1880-12-31,-50.0,65.0,8.143667
1880-12-31,-50.0,70.0,8.148368
1880-12-31,-50.0,75.0,8.149473
1880-12-31,-50.0,80.0,8.148618
1880-12-31,-50.0,85.0,8.149907
1880-12-31,-50.0,90.0,8.149762
1880-12-31,-50.0,95.0,8.147375
1880-12-31,-50.0,100.0,8.142959
1880-12-31,-50.0,105.0,8.140224
1880-12-31,-50.0,110.0,8.139938
1880-12-31,-50.0,115.0,8.141664
1880-12-31,-50.0,120.0,8.145622
1880-12-31,-50.0,125.0,8.150319
1880-12-31,-50.0,130.0,8.153438
1880-12-31,-50.0,135.0,8.154941
1880-12-31,-50.0,140.0,8.155284
1880-12-31,-50.0,145.0,8.155288
1880-12-31,-50.0,150.0,8.154714
1880-12-31,-50.0,155.0,8.155183
1880-12-31,-50.0,160.0,8.157177
1880-12-31,-50.0,165.0,8.157351
1880-12-31,-50.0,170.0,8.153469
1880-12-31,-50.0,175.0,8.149756
1880-12-31,-50.0,180.0,8.1487465
1880-12-31,-45.0,-180.0,8.162857
1880-12-31,-45.0,-175.0,8.169541
1880-12-31,-45.0,-170.0,8.171971
1880-12-31,-45.0,-165.0,8.170581
1880-12-31,-45.0,-160.0,8.168361
1880-12-31,-45.0,-155.0,8.166138
1880-12-31,-45.0,-150.0,8.162831
1880-12-31,-45.0,-145.0,8.160373
1880-12-31,-45.0,-140.0,8.159166
1880-12-31,-45.0,-135.0,8.1587715
1880-12-31,-45.0,-130.0,8.154866
1880-12-31,-45.0,-125.0,8.15308
1880-12-31,-45.0,-120.0,8.153105
1880-12-31,-45.0,-115.0,8.15371
1880-12-31,-45.0,-110.0,8.153404
1880-12-31,-45.0,-105.0,8.153243
1880-12-31,-45.0,-100.0,8.153633
1880-12-31,-45.0,-95.0,8.154099
1880-12-31,-45.0,-90.0,8.153661
1880-12-31,-45.0,-85.0,8.152002
1880-12-31,-45.0,-80.0,8.150198
1880-12-31,-45.0,-75.0,8.181463
1880-12-31,-45.0,-65.0,8.174601
1880-12-31,-45.0,-60.0,8.144295
1880-12-31,-45.0,-55.0,8.123489
1880-12-31,-45.0,-50.0,8.130718
1880-12-31,-45.0,-45.0,8.136571
1880-12-31,-45.0,-40.0,8.142253
1880-12-31,-45.0,-35.0,8.146821
1880-12-31,-45.0,-30.0,8.1504345
1880-12-31,-45.0,-25.0,8.155141
1880-12-31,-45.0,-20.0,8.159309
1880-12-31,-45.0,-15.0,8.156785
1880-12-31,-45.0,-10.0,8.158947
1880-12-31,-45.0,-5.0,8.161392
1880-12-31,-45.0,-0.0,8.162186
1880-12-31,-45.0,5.0,8.159895
1880-12-31,-45.0,10.0,8.159312
1880-12-31,-45.0,15.0,8.156819
1880-12-31,-45.0,20.0,8.154479
1880-12-31,-45.0,25.0,8.154429
1880-12-31,-45.0,30.0,8.15642
1880-12-31,-45.0,35.0,8.155526
1880-12-31,-45.0,40.0,8.157951
1880-12-31,-45.0,45.0,8.157142
1880-12-31,-45.0,50.0,8.153817
1880-12-31,-45.0,55.0,8.155942
1880-12-31,-45.0,60.0,8.158686
1880-12-31,-45.0,65.0,8.15821
1880-12-31,-45.0,70.0,8.162906
1880-12-31,-45.0,75.0,8.165923
1880-12-31,-45.0,80.0,8.166334
1880-12-31,-45.0,85.0,8.1651325
1880-12-31,-45.0,90.0,8.163981
1880-12-31,-45.0,95.0,8.161454
1880-12-31,-45.0,100.0,8.15844
1880-12-31,-45.0,105.0,8.1562605
1880-12-31,-45.0,110.0,8.154991
1880-12-31,-45.0,115.0,8.154173
1880-12-31,-45.0,120.0,8.15498
1880-12-31,-45.0,125.0,8.156824
1880-12-31,-45.0,130.0,8.156634
1880-12-31,-45.0,135.0,8.156106
1880-12-31,-45.0,140.0,8.158136
1880-12-31,-45.0,145.0,8.161561
1880-12-31,-45.0,150.0,8.160824
1880-12-31,-45.0,155.0,8.160378
1880-12-31,-45.0,160.0,8.161662
1880-12-31,-45.0,165.0,8.170354
1880-12-31,-45.0,170.0,8.166937
1880-12-31,-45.0,175.0,8.158607
1880-12-31,-45.0,180.0,8.159169
1880-12-31,-40.0,-180.0,8.181892
1880-12-31,-40.0,-175.0,8.180529
1880-12-31,-40.0,-170.0,8.175527
1880-12-31,-40.0,-165.0,8.17108
1880-12-31,-40.0,-160.0,8.16814
1880-12-31,-40.0,-155.0,8.165683
1880-12-31,-40.0,-150.0,8.1633
1880-12-31,-40.0,-145.0,8.16232
1880-12-31,-40.0,-140.0,8.1602125
1880-12-31,-40.0,-135.0,8.158836
1880-12-31,-40.0,-130.0,8.156248
1880-12-31,-40.0,-125.0,8.154157
1880-12-31,-40.0,-120.0,8.152556
1880-12-31,-40.0,-115.0,8.152727
1880-12-31,-40.0,-110.0,8.1530075
1880-12-31,-40.0,-105.0,8.152924
1880-12-31,-40.0,-100.0,8.152963
1880-12-31,-40.0,-95.0,8.152678
1880-12-31,-40.0,-90.0,8.151318
1880-12-31,-40.0,-85.0,8.149937
1880-12-31,-40.0,-80.0,8.147526
1880-12-31,-40.0,-75.0,8.16879
1880-12-31,-40.0,-65.0,8.163163
1880-12-31,-40.0,-60.0,8.157681
1880-12-31,-40.0,-55.0,8.163142
1880-12-31,-40.0,-50.0,8.16609
1880-12-31,-40.0,-45.0,8.167576
1880-12-31,-40.0,-40.0,8.169086
1880-12-31,-40.0,-35.0,8.171467
1880-12-31,-40.0,-30.0,8.175996
1880-12-31,-40.0,-25.0,8.179021
1880-12-31,-40.0,-20.0,8.179293
1880-12-31,-40.0,-15.0,8.177633
1880-12-31,-40.0,-10.0,8.176219
1880-12-31,-40.0,-5.0,8.172551
1880-12-31,-40.0,-0.0,8.169342
1880-12-31,-40.0,5.0,8.169087
1880-12-31,-40.0,10.0,8.171519
1880-12-31,-40.0,15.0,8.175368
1880-12-31,-40.0,20.0,8.180124
1880-12-31,-40.0,25.0,8.180604
1880-12-31,-40.0,30.0,8.176828
1880-12-31,-40.0,35.0,8.174197
1880-12-31,-40.0,40.0,8.174041
1880-12-31,-40.0,45.0,8.174291
1880-12-31,-40.0,50.0,8.173234
1880-12-31,-40.0,55.0,8.172262
1880-12-31,-40.0,60.0,8.172219
1880-12-31,-40.0,65.0,8.171539
1880-12-31,-40.0,70.0,8.168012
1880-12-31,-40.0,75.0,8.164041
1880-12-31,-40.0,80.0,8.1616955
1880-12-31,-40.0,85.0,8.160616
1880-12-31,-40.0,90.0,8.16021
1880-12-31,-40.0,95.0,8.158296
1880-12-31,-40.0,100.0,8.156073
1880-12-31,-40.0,105.0,8.154151
1880-12-31,-40.0,110.0,8.158495
1880-12-31,-40.0,115.0,8.164564
1880-12-31,-40.0,120.0,8.163474
1880-12-31,-40.0,125.0,8.158063
1880-12-31,-40.0,130.0,8.158242
1880-12-31,-40.0,135.0,8.162757
1880-12-31,-40.0,140.0,8.166814
1880-12-31,-40.0,145.0,8.17036
1880-12-31,-40.0,150.0,8.172706
1880-12-31,-40.0,155.0,8.169964
1880-12-31,-40.0,160.0,8.165533
1880-12-31,-40.0,165.0,8.170857
1880-12-31,-40.0,170.0,8.177355
1880-12-31,-40.0,175.0,8.174215
1880-12-31,-40.0,180.0,8.1842785
1880-12-31,-35.0,-180.0,8.175064
1880-12-31,-35.0,-175.0,8.172096
1880-12-31,-35.0,-170.0,8.168677
1880-12-31,-35.0,-165.0,8.168232
1880-12-31,-35.0,-160.0,8.167918
1880-12-31,-35.0,-155.0,8.167266
1880-12-31,-35.0,-150.0,8.166129
1880-12-31,-35.0,-145.0,8.163904
1880-12-31,-35.0,-140.0,8.160647
1880-12-31,-35.0,-135.0,8.156731
1880-12-31,-35.0,-130.0,8.151799
1880-12-31,-35.0,-125.0,8.150342
1880-12-31,-35.0,-120.0,8.151475
1880-12-31,-35.0,-115.0,8.152646
1880-12-31,-35.0,-110.0,8.152068
1880-12-31,-35.0,-105.0,8.150559
1880-12-31,-35.0,-100.0,8.1496935
1880-12-31,-35.0,-95.0,8.147998
1880-12-31,-35.0,-90.0,8.145924
1880-12-31,-35.0,-85.0,8.142785
1880-12-31,-35.0,-80.0,8.139611
1880-12-31,-35.0,-75.0,8.156092
1880-12-31,-35.0,-70.0,8.153987
1880-12-31,-35.0,-55.0,8.184363
1880-12-31,-35.0,-50.0,8.176737
1880-12-31,-35.0,-45.0,8.1732
1880-12-31,-35.0,-40.0,8.174061
1880-12-31,-35.0,-35.0,8.174407
1880-12-31,-35.0,-30.0,8.17331
1880-12-31,-35.0,-25.0,8.172067
1880-12-31,-35.0,-20.0,8.171775
1880-12-31,-35.0,-15.0,8.16969
1880-12-31,-35.0,-10.0,8.16567
1880-12-31,-35.0,-5.0,8.165166
1880-12-31,-35.0,-0.0,8.169477
1880-12-31,-35.0,5.0,8.176549
1880-12-31,-35.0,10.0,8.186743
1880-12-31,-35.0,15.0,8.193128
1880-12-31,-35.0,20.0,8.190515
1880-12-31,-35.0,25.0,8.178798
1880-12-31,-35.0,30.0,8.176469
1880-12-31,-35.0,35.0,8.182546
1880-12-31,-35.0,40.0,8.18021
1880-12-31,-35.0,45.0,8.179229
1880-12-31,-35.0,50.0,8.175134
1880-12-31,-35.0,55.0,8.17136
1880-12-31,-35.0,60.0,8.16733
1880-12-31,-35.0,65.0,8.163606
1880-12-31,-35.0,70.0,8.160725
1880-12-31,-35.0,75.0,8.156571
1880-12-31,-35.0,80.0,8.153991
1880-12-31,-35.0,85.0,8.151537
1880-12-31,-35.0,90.0,8.150091
1880-12-31,-35.0,95.0,8.148748
1880-12-31,-35.0,100.0,8.15105
1880-12-31,-35.0,105.0,8.168731
1880-12-31,-35.0,110.0,8.198773
1880-12-31,-35.0,115.0,8.210035
1880-12-31,-35.0,120.0,8.193355
1880-12-31,-35.0,125.0,8.17733
1880-12-31,-35.0,130.0,8.165297
1880-12-31,-35.0,135.0,8.159532
1880-12-31,-35.0,140.0,8.162061
1880-12-31,-35.0,150.0,8.191457
1880-12-31,-35.0,155.0,8.189429
1880-12-31,-35.0,160.0,8.186221
1880-12-31,-35.0,165.0,8.181256
1880-12-31,-35.0,170.0,8.1763115
1880-12-31,-35.0,175.0,8.179398
1880-12-31,-35.0,180.0,8.177649
1880-12-31,-30.0,-180.0,8.170103
1880-12-31,-30.0,-175.0,8.167569
1880-12-31,-30.0,-170.0,8.167083
1880-12-31,-30.0,-165.0,8.167367
1880-12-31,-30.0,-160.0,8.166123
1880-12-31,-30.0,-155.0,8.164909
1880-12-31,-30.0,-150.0,8.163322
1880-12-31,-30.0,-145.0,8.162356
1880-12-31,-30.0,-140.0,8.158723
1880-12-31,-30.0,-135.0,8.156827
1880-12-31,-30.0,-130.0,8.154533
1880-12-31,-30.0,-125.0,8.153777
1880-12-31,-30.0,-120.0,8.152063
1880-12-31,-30.0,-115.0,8.148278
1880-12-31,-30.0,-110.0,8.142543
1880-12-31,-30.0,-105.0,8.137023
1880-12-31,-30.0,-100.0,8.133472
1880-12-31,-30.0,-95.0,8.130613
1880-12-31,-30.0,-90.0,8.130859
1880-12-31,-30.0,-85.0,8.132913
1880-12-31,-30.0,-80.0,8.13325
1880-12-31,-30.0,-75.0,8.105799
1880-12-31,-30.0,-70.0,8.017499
1880-12-31,-30.0,-50.0,8.173265
1880-12-31,-30.0,-45.0,8.163383
1880-12-31,-30.0,-40.0,8.159592
1880-12-31,-30.0,-35.0,8.160087
1880-12-31,-30.0,-30.0,8.157907
1880-12-31,-30.0,-25.0,8.153892
1880-12-31,-30.0,-20.0,8.1491785
1880-12-31,-30.0,-15.0,8.146151
1880-12-31,-30.0,-10.0,8.147744
1880-12-31,-30.0,-5.0,8.1534395
1880-12-31,-30.0,-0.0,8.162795
1880-12-31,-30.0,5.0,8.170936
1880-12-31,-30.0,10.0,8.176413
1880-12-31,-30.0,15.0,8.177417
1880-12-31,-30.0,20.0,8.198782
1880-12-31,-30.0,30.0,8.166005
1880-12-31,-30.0,35.0,8.169761
1880-12-31,-30.0,40.0,8.170229
1880-12-31,-30.0,45.0,8.172404
1880-12-31,-30.0,50.0,8.167043
1880-12-31,-30.0,55.0,8.164701
1880-12-31,-30.0,60.0,8.1635685
1880-12-31,-30.0,65.0,8.164578
1880-12-31,-30.0,70.0,8.162784
1880-12-31,-30.0,75.0,8.157748
1880-12-31,-30.0,80.0,8.153922
1880-12-31,-30.0,85.0,8.152564
1880-12-31,-30.0,90.0,8.152149
1880-12-31,-30.0,95.0,8.152297
1880-12-31,-30.0,100.0,8.159617
1880-12-31,-30.0,105.0,8.181887
1880-12-31,-30.0,110.0,8.199164
1880-12-31,-30.0,115.0,8.204166
1880-12-31,-30.0,130.0,8.163401
1880-12-31,-30.0,135.0,8.154982
1880-12-31,-30.0,150.0,8.188874
1880-12-31,-30.0,155.0,8.180968
1880-12-31,-30.0,160.0,8.180595
1880-12-31,-30.0,165.0,8.177179
1880-12-31,-30.0,170.0,8.176952
1880-12-31,-30.0,175.0,8.173026
1880-12-31,-30.0,180.0,8.171175
1880-12-31,-25.0,-180.0,8.180391
1880-12-31,-25.0,-175.0,8.179222
1880-12-31,-25.0,-170.0,8.179166
1880-12-31,-25.0,-165.0,8.176443
1880-12-31,-25.0,-160.0,8.171226
1880-12-31,-25.0,-155.0,8.167904
1880-12-31,-25.0,-150.0,8.165618
1880-12-31,-25.0,-145.0,8.162489
1880-12-31,-25.0,-140.0,8.159162
1880-12-31,-25.0,-135.0,8.158448
1880-12-31,-25.0,-130.0,8.159192
1880-12-31,-25.0,-125.0,8.15684
1880-12-31,-25.0,-120.0,8.15022
1880-12-31,-25.0,-115.0,8.142232
1880-12-31,-25.0,-110.0,8.13519
1880-12-31,-25.0,-105.0,8.130986
1880-12-31,-25.0,-100.0,8.129453
1880-12-31,-25.0,-95.0,8.129407
1880-12-31,-25.0,-90.0,8.127879
1880-12-31,-25.0,-85.0,8.12845
1880-12-31,-25.0,-80.0,8.126343
1880-12-31,-25.0,-75.0,8.060568
1880-12-31,-25.0,-70.0,7.9769497
1880-12-31,-25.0,-50.0,8.151258
1880-12-31,-25.0,-45.0,8.152538
1880-12-31,-25.0,-40.0,8.153351
1880-12-31,-25.0,-35.0,8.14855
1880-12-31,-25.0,-30.0,8.143329
1880-12-31,-25.0,-25.0,8.137457
1880-12-31,-25.0,-20.0,8.135866
1880-12-31,-25.0,-15.0,8.137901
1880-12-31,-25.0,-10.0,8.143925
1880-12-31,-25.0,-5.0,8.151068
1880-12-31,-25.0,-0.0,8.156582
1880-12-31,-25.0,5.0,8.158427
1880-12-31,-25.0,10.0,8.119495
1880-12-31,-25.0,15.0,8.062124
1880-12-31,-25.0,35.0,8.155762
1880-12-31,-25.0,40.0,8.159111
1880-12-31,-25.0,45.0,8.165486
1880-12-31,-25.0,50.0,8.172451
1880-12-31,-25.0,55.0,8.168387
1880-12-31,-25.0,60.0,8.170451
1880-12-31,-25.0,65.0,8.175834
1880-12-31,-25.0,70.0,8.176817
1880-12-31,-25.0,75.0,8.175123
1880-12-31,-25.0,80.0,8.170748
1880-12-31,-25.0,85.0,8.170762
1880-12-31,-25.0,90.0,8.172239
1880-12-31,-25.0,95.0,8.174538
1880-12-31,-25.0,100.0,8.17694
1880-12-31,-25.0,105.0,8.1787615
1880-12-31,-25.0,110.0,8.182504
1880-12-31,-25.0,115.0,8.180203
1880-12-31,-25.0,150.0,8.18143
1880-12-31,-25.0,155.0,8.174456
1880-12-31,-25.0,160.0,8.1740885
1880-12-31,-25.0,165.0,8.176153
1880-12-31,-25.0,170.0,8.178012
1880-12-31,-25.0,175.0,8.180948
1880-12-31,-25.0,180.0,8.181578
1880-12-31,-20.0,-180.0,8.168279
1880-12-31,-20.0,-175.0,8.167098
1880-12-31,-20.0,-170.0,8.163091
1880-12-31,-20.0,-165.0,8.158652
1880-12-31,-20.0,-160.0,8.155968
1880-12-31,-20.0,-155.0,8.151259
1880-12-31,-20.0,-150.0,8.147252
1880-12-31,-20.0,-145.0,8.145051
1880-12-31,-20.0,-140.0,8.143917
1880-12-31,-20.0,-135.0,8.144311
1880-12-31,-20.0,-130.0,8.14385
1880-12-31,-20.0,-125.0,8.140401
1880-12-31,-20.0,-120.0,8.133558
1880-12-31,-20.0,-115.0,8.130461
1880-12-31,-20.0,-110.0,8.131646
1880-12-31,-20.0,-105.0,8.134496
1880-12-31,-20.0,-100.0,8.133206
1880-12-31,-20.0,-95.0,8.12881
1880-12-31,-20.0,-90.0,8.124972
1880-12-31,-20.0,-85.0,8.121479
1880-12-31,-20.0,-80.0,8.112872
1880-12-31,-20.0,-75.0,8.072759
1880-12-31,-20.0,-70.0,8.044318
1880-12-31,-20.0,-40.0,8.145939
1880-12-31,-20.0,-35.0,8.141261
1880-12-31,-20.0,-30.0,8.14071
1880-12-31,-20.0,-25.0,8.137656
