lat,lon,anomaly
-44.0,282.0,0.44820464
-44.0,286.0,0.50356996
-44.0,290.0,
-44.0,294.0,0.62402314
-44.0,298.0,0.65698284
-44.0,302.0,1.3862362
-44.0,306.0,1.11519
-44.0,310.0,0.9717918
-44.0,314.0,0.75311667
-44.0,318.0,0.672083
-44.0,322.0,0.60392714
-44.0,326.0,0.5673403
-44.0,330.0,0.4961723
-44.0,334.0,0.46092367
-44.0,338.0,0.26042455
-44.0,342.0,0.08138001
-44.0,346.0,0.21846676
-44.0,350.0,0.24337584
-44.0,354.0,0.27395302
-44.0,358.0,0.34232438
-40.0,2.0,0.57051086
-40.0,6.0,0.7449123
-40.0,10.0,0.85992146
-40.0,14.0,0.8445401
-40.0,18.0,0.7920806
-40.0,22.0,0.7473139
-40.0,26.0,0.71986145
-40.0,30.0,0.71181875
-40.0,34.0,0.71077895
-40.0,38.0,0.7332292
-40.0,42.0,0.74967694
-40.0,46.0,0.7746731
-40.0,50.0,0.78266567
-40.0,54.0,0.81585455
-40.0,58.0,0.827701
-40.0,62.0,0.7864126
-40.0,66.0,0.753638
-40.0,70.0,0.696582
-40.0,74.0,0.63708633
-40.0,78.0,0.592503
-40.0,82.0,0.5349371
-40.0,86.0,0.47595334
-40.0,90.0,0.46720243
-40.0,94.0,0.47755718
-40.0,98.0,0.50634974
-40.0,102.0,0.55491275
-40.0,106.0,0.59579355
-40.0,110.0,0.58091223
-40.0,114.0,0.5122617
-40.0,118.0,0.43398684
-40.0,122.0,0.45240915
-40.0,126.0,0.52767384
-40.0,130.0,0.56781876
-40.0,134.0,0.5526463
-40.0,138.0,0.55202794
-40.0,142.0,0.6602287
-40.0,146.0,0.8275931
-40.0,150.0,1.2461689
-40.0,154.0,1.0851705
-40.0,158.0,0.96362275
-40.0,162.0,0.93390864
-40.0,166.0,0.92042905
-40.0,170.0,0.9296887
-40.0,174.0,0.9209579
-40.0,178.0,0.6108372
-40.0,182.0,0.5694386
-40.0,186.0,0.53750116
-40.0,190.0,0.53269637
-40.0,194.0,0.5042432
-40.0,198.0,0.46378785
-40.0,202.0,0.47218317
-40.0,206.0,0.5263647
-40.0,210.0,0.59262806
-40.0,214.0,0.654739
-40.0,218.0,0.67964345
-40.0,222.0,0.6877288
-40.0,226.0,0.6760912
-40.0,230.0,0.68983614
-40.0,234.0,0.6810013
-40.0,238.0,0.65471286
-40.0,242.0,0.6367767
-40.0,246.0,0.618063
-40.0,250.0,0.6150085
-40.0,254.0,0.62981397
-40.0,258.0,0.6459425
-40.0,262.0,0.6565876
-40.0,266.0,0.69641715
-40.0,270.0,0.68868595
-40.0,274.0,0.61923695
-40.0,278.0,0.555975
-40.0,282.0,0.49979937
-40.0,286.0,0.48515075
-40.0,290.0,
-40.0,294.0,0.7112274
-40.0,298.0,0.9726931
-40.0,302.0,1.286263
-40.0,306.0,0.35520828
-40.0,310.0,0.28884685
-40.0,314.0,0.3355149
-40.0,318.0,0.3533638
-40.0,322.0,0.350335
-40.0,326.0,0.29868472
-40.0,330.0,0.23383307
-40.0,334.0,0.18510455
-40.0,338.0,0.16823024
-40.0,342.0,0.1699447
-40.0,346.0,0.17520332
-40.0,350.0,0.23288071
-40.0,354.0,0.32126445
-40.0,358.0,0.44563347
-36.0,2.0,0.5507446
-36.0,6.0,0.57790506
-36.0,10.0,0.59177387
-36.0,14.0,0.61179435
-36.0,18.0,0.5794735
-36.0,22.0,0.5766133
-36.0,26.0,0.5969441
-36.0,30.0,0.6080754
-36.0,34.0,0.66480505
-36.0,38.0,0.81822693
-36.0,42.0,0.8857679
-36.0,46.0,0.88852197
-36.0,50.0,0.85947305
-36.0,54.0,0.8215251
-36.0,58.0,0.76947623
-36.0,62.0,0.7183574
-36.0,66.0,0.6810384
-36.0,70.0,0.6193599
-36.0,74.0,0.5446929
-36.0,78.0,0.49029064
-36.0,82.0,0.40494543
-36.0,86.0,0.33888602
-36.0,90.0,0.34654164
-36.0,94.0,0.40120178
-36.0,98.0,0.535983
-36.0,102.0,0.7054001
-36.0,106.0,0.69706655
-36.0,110.0,0.58763146
-36.0,114.0,0.52563214
-36.0,118.0,0.36895704
-36.0,122.0,0.40722436
-36.0,126.0,0.5355787
-36.0,130.0,0.56898516
-36.0,134.0,0.52244455
-36.0,138.0,0.5511603
-36.0,142.0,
-36.0,146.0,
-36.0,150.0,0.9977226
-36.0,154.0,0.8752787
-36.0,158.0,0.7965038
-36.0,162.0,0.79290366
-36.0,166.0,0.8658489
-36.0,170.0,0.9350275
-36.0,174.0,0.8743734
-36.0,178.0,0.6437285
-36.0,182.0,0.48795688
-36.0,186.0,0.43045545
-36.0,190.0,0.4236747
-36.0,194.0,0.3984325
-36.0,198.0,0.3815483
-36.0,202.0,0.38548493
-36.0,206.0,0.41799688
-36.0,210.0,0.46670562
-36.0,214.0,0.53266954
-36.0,218.0,0.5357625
-36.0,222.0,0.5244247
-36.0,226.0,0.51429075
-36.0,230.0,0.5217805
-36.0,234.0,0.55662024
-36.0,238.0,0.5717526
-36.0,242.0,0.54294974
-36.0,246.0,0.5271277
-36.0,250.0,0.569483
-36.0,254.0,0.62488675
-36.0,258.0,0.6697327
-36.0,262.0,0.70858866
-36.0,266.0,0.7463145
-36.0,270.0,0.73572135
-36.0,274.0,0.6965618
-36.0,278.0,0.6178757
-36.0,282.0,0.5297452
-36.0,286.0,0.52135855
-36.0,290.0,
-36.0,294.0,
-36.0,298.0,
-36.0,302.0,0.45225716
-36.0,306.0,0.29211345
-36.0,310.0,0.2539965
-36.0,314.0,0.26853228
-36.0,318.0,0.25734055
-36.0,322.0,0.23616397
-36.0,326.0,0.23408341
-36.0,330.0,0.21042871
-36.0,334.0,0.19869554
-36.0,338.0,0.23922253
-36.0,342.0,0.2823246
-36.0,346.0,0.29905534
-36.0,350.0,0.3276468
-36.0,354.0,0.39996457
-36.0,358.0,0.49349213
-32.0,2.0,0.50108874
-32.0,6.0,0.5336338
-32.0,10.0,0.5713252
-32.0,14.0,0.62356746
-32.0,18.0,0.64476174
-32.0,22.0,
-32.0,26.0,0.51227
-32.0,30.0,0.587957
-32.0,34.0,0.6977998
-32.0,38.0,0.8349775
-32.0,42.0,0.80216086
-32.0,46.0,0.7494948
-32.0,50.0,0.71065056
-32.0,54.0,0.7022574
-32.0,58.0,0.6989238
-32.0,62.0,0.6654253
-32.0,66.0,0.6319181
-32.0,70.0,0.6105647
-32.0,74.0,0.56923676
-32.0,78.0,0.53699255
-32.0,82.0,0.49619102
-32.0,86.0,0.4521047
-32.0,90.0,0.45537496
-32.0,94.0,0.5180693
-32.0,98.0,0.6602383
-32.0,102.0,0.7544228
-32.0,106.0,0.6562129
-32.0,110.0,0.6043948
-32.0,114.0,0.62895805
-32.0,118.0,
-32.0,122.0,
-32.0,126.0,0.49409103
-32.0,130.0,0.5734957
-32.0,134.0,0.55143166
-32.0,138.0,
-32.0,142.0,
-32.0,146.0,
-32.0,150.0,0.6280136
-32.0,154.0,0.34188387
-32.0,158.0,0.30668902
-32.0,162.0,0.43111503
-32.0,166.0,0.5739466
-32.0,170.0,0.6968217
-32.0,174.0,0.65476763
-32.0,178.0,0.52487695
-32.0,182.0,0.44124222
-32.0,186.0,0.39396107
-32.0,190.0,0.3781252
-32.0,194.0,0.3849386
-32.0,198.0,0.38984728
-32.0,202.0,0.3761884
-32.0,206.0,0.39175916
-32.0,210.0,0.4511521
-32.0,214.0,0.49434328
-32.0,218.0,0.49879336
-32.0,222.0,0.48778486
-32.0,226.0,0.46847177
-32.0,230.0,0.47017467
-32.0,234.0,0.4920231
-32.0,238.0,0.49562943
-32.0,242.0,0.47598875
-32.0,246.0,0.49509978
-32.0,250.0,0.58287454
-32.0,254.0,0.6829313
-32.0,258.0,0.7590171
-32.0,262.0,0.79138637
-32.0,266.0,0.7966827
-32.0,270.0,0.78825474
-32.0,274.0,0.7574303
-32.0,278.0,0.68140584
-32.0,282.0,0.57225925
-32.0,286.0,0.5185
-32.0,290.0,
-32.0,294.0,
-32.0,298.0,
-32.0,302.0,
-32.0,306.0,0.2360115
-32.0,310.0,0.2643763
-32.0,314.0,0.2292397
-32.0,318.0,0.21271944
-32.0,322.0,0.18955386
-32.0,326.0,0.19793415
-32.0,330.0,0.23684001
-32.0,334.0,0.28729498
-32.0,338.0,0.3219868
-32.0,342.0,0.365489
-32.0,346.0,0.3827833
-32.0,350.0,0.38115442
-32.0,354.0,0.40638995
-32.0,358.0,0.45090926
-28.0,2.0,0.5380465
-28.0,6.0,0.5797951
-28.0,10.0,0.6232885
-28.0,14.0,0.69731647
-28.0,18.0,0.6824188
-28.0,22.0,
-28.0,26.0,
-28.0,30.0,0.54083633
-28.0,34.0,0.6074829
-28.0,38.0,0.660818
-28.0,42.0,0.67024136
-28.0,46.0,0.6633334
-28.0,50.0,0.6982751
-28.0,54.0,0.66995776
-28.0,58.0,0.62188995
-28.0,62.0,0.5906005
-28.0,66.0,0.58083546
-28.0,70.0,0.58614254
-28.0,74.0,0.5928645
-28.0,78.0,0.59325504
-28.0,82.0,0.5802667
-28.0,86.0,0.58521855
-28.0,90.0,0.6214467
-28.0,94.0,0.6738454
-28.0,98.0,0.69834113
-28.0,102.0,0.6495614
-28.0,106.0,0.631395
-28.0,110.0,0.6710894
-28.0,114.0,0.70443577
-28.0,118.0,
-28.0,122.0,
-28.0,126.0,
-28.0,130.0,
-28.0,134.0,
-28.0,138.0,
-28.0,142.0,
-28.0,146.0,
-28.0,150.0,
-28.0,154.0,0.2813406
-28.0,158.0,0.33393323
-28.0,162.0,0.46829593
-28.0,166.0,0.54208064
-28.0,170.0,0.5559075
-28.0,174.0,0.52505696
-28.0,178.0,0.4456849
-28.0,182.0,0.40390754
-28.0,186.0,0.3869933
-28.0,190.0,0.3805586
-28.0,194.0,0.3873409
-28.0,198.0,0.37109947
-28.0,202.0,0.37670577
-28.0,206.0,0.4420662
-28.0,210.0,0.5150887
-28.0,214.0,0.56878006
-28.0,218.0,0.5768126
-28.0,222.0,0.5587034
-28.0,226.0,0.52983654
-28.0,230.0,0.53417933
-28.0,234.0,0.5533116
-28.0,238.0,0.57747364
-28.0,242.0,0.60698545
-28.0,246.0,0.646057
-28.0,250.0,0.709322
-28.0,254.0,0.77783763
-28.0,258.0,0.83166015
-28.0,262.0,0.8823503
-28.0,266.0,0.8911905
-28.0,270.0,0.86483216
-28.0,274.0,0.80349576
-28.0,278.0,0.69433725
-28.0,282.0,0.53882015
-28.0,286.0,0.42751372
-28.0,290.0,0.37002882
-28.0,294.0,
-28.0,298.0,
-28.0,302.0,
-28.0,306.0,
-28.0,310.0,0.27073747
-28.0,314.0,0.32144392
-28.0,318.0,0.3312348
-28.0,322.0,0.31046975
-28.0,326.0,0.34350348
-28.0,330.0,0.39238966
-28.0,334.0,0.42320895
-28.0,338.0,0.42909122
-28.0,342.0,0.44436073
-28.0,346.0,0.46527112
-28.0,350.0,0.4755813
-28.0,354.0,0.4911989
-28.0,358.0,0.51042485
-24.0,2.0,0.6656071
-24.0,6.0,0.67633486
-24.0,10.0,0.71288407
-24.0,14.0,0.7788025
-24.0,18.0,
-24.0,22.0,
-24.0,26.0,
-24.0,30.0,
-24.0,34.0,0.57989436
-24.0,38.0,0.6110835
-24.0,42.0,0.61541206
-24.0,46.0,0.59007025
-24.0,50.0,0.601882
-24.0,54.0,0.54996634
-24.0,58.0,0.52290905
-24.0,62.0,0.5109894
-24.0,66.0,0.50390685
-24.0,70.0,0.5124837
-24.0,74.0,0.5361427
-24.0,78.0,0.5606587
-24.0,82.0,0.5880532
-24.0,86.0,0.63248146
-24.0,90.0,0.66076005
-24.0,94.0,0.6783042
-24.0,98.0,0.6911552
-24.0,102.0,0.72216094
-24.0,106.0,0.75818527
-24.0,110.0,0.7642983
-24.0,114.0,0.77302027
-24.0,118.0,
-24.0,122.0,
-24.0,126.0,
-24.0,130.0,
-24.0,134.0,
-24.0,138.0,
-24.0,142.0,
-24.0,146.0,
-24.0,150.0,0.47313118
-24.0,154.0,0.39280778
-24.0,158.0,0.5225506
-24.0,162.0,0.56852424
-24.0,166.0,0.5236819
-24.0,170.0,0.4687544
-24.0,174.0,0.40661156
-24.0,178.0,0.32347524
-24.0,182.0,0.27942538
-24.0,186.0,0.27496612
-24.0,190.0,0.31350696
-24.0,194.0,0.35882008
-24.0,198.0,0.40021062
-24.0,202.0,0.47056496
-24.0,206.0,0.5727365
-24.0,210.0,0.6351497
-24.0,214.0,0.6505375
-24.0,218.0,0.66710055
-24.0,222.0,0.69825315
-24.0,226.0,0.721074
-24.0,230.0,0.74937344
-24.0,234.0,0.7889787
-24.0,238.0,0.81722724
-24.0,242.0,0.8479502
-24.0,246.0,0.8809072
-24.0,250.0,0.9259168
-24.0,254.0,0.96453416
-24.0,258.0,0.9988946
-24.0,262.0,1.0064974
-24.0,266.0,0.9731966
-24.0,270.0,0.902287
-24.0,274.0,0.81240237
-24.0,278.0,0.6703893
-24.0,282.0,0.4817431
-24.0,286.0,0.34643412
-24.0,290.0,0.3407321
-24.0,294.0,
-24.0,298.0,
-24.0,302.0,
-24.0,306.0,
-24.0,310.0,0.25401115
-24.0,314.0,0.3973875
-24.0,318.0,0.5103636
-24.0,322.0,0.5269283
-24.0,326.0,0.5755136
-24.0,330.0,0.5722561
-24.0,334.0,0.55458665
-24.0,338.0,0.5536096
-24.0,342.0,0.5632509
-24.0,346.0,0.5777725
-24.0,350.0,0.59691834
-24.0,354.0,0.62226605
-24.0,358.0,0.65179193
-20.0,2.0,0.79283905
-20.0,6.0,0.80351317
-20.0,10.0,0.8205056
-20.0,14.0,0.7622361
-20.0,18.0,
-20.0,22.0,
-20.0,26.0,
-20.0,30.0,
-20.0,34.0,0.55508184
-20.0,38.0,0.6042393
-20.0,42.0,0.5692805
-20.0,46.0,
-20.0,50.0,0.51436895
-20.0,54.0,0.50194454
-20.0,58.0,0.49695563
-20.0,62.0,0.49481
-20.0,66.0,0.5005325
-20.0,70.0,0.53020227
-20.0,74.0,0.5759711
-20.0,78.0,0.619908
-20.0,82.0,0.66265297
-20.0,86.0,0.69450426
-20.0,90.0,0.7161671
-20.0,94.0,0.74531686
-20.0,98.0,0.788571
-20.0,102.0,0.83491075
-20.0,106.0,0.83749616
-20.0,110.0,0.816375
-20.0,114.0,0.8115938
-20.0,118.0,0.87946
-20.0,122.0,0.89744884
-20.0,126.0,
-20.0,130.0,
-20.0,134.0,
-20.0,138.0,
-20.0,142.0,
-20.0,146.0,0.4703045
-20.0,150.0,0.49743983
-20.0,154.0,0.51153886
-20.0,158.0,0.5595585
-20.0,162.0,0.51609087
-20.0,166.0,0.4405303
-20.0,170.0,0.35682893
-20.0,174.0,0.2985034
-20.0,178.0,0.24582577
-20.0,182.0,0.25904286
-20.0,186.0,0.32534134
-20.0,190.0,0.4033829
-20.0,194.0,0.47652507
-20.0,198.0,0.5663464
-20.0,202.0,0.65209687
-20.0,206.0,0.711416
-20.0,210.0,0.75464356
-20.0,214.0,0.78418875
-20.0,218.0,0.85470724
-20.0,222.0,0.93401384
-20.0,226.0,0.9851794
-20.0,230.0,1.0238429
-20.0,234.0,1.046396
-20.0,238.0,1.0602326
-20.0,242.0,1.0764651
-20.0,246.0,1.0878308
-20.0,250.0,1.0929569
-20.0,254.0,1.0901921
-20.0,258.0,1.0801706
-20.0,262.0,1.043099
-20.0,266.0,0.9796636
-20.0,270.0,0.8860141
-20.0,274.0,0.756704
-20.0,278.0,0.59485126
-20.0,282.0,0.43930018
-20.0,286.0,0.342633
-20.0,290.0,0.32511878
-20.0,294.0,
-20.0,298.0,
-20.0,302.0,
-20.0,306.0,
-20.0,310.0,
-20.0,314.0,
-20.0,318.0,0.64418983
-20.0,322.0,0.64934564
-20.0,326.0,0.72058237
-20.0,330.0,0.685132
-20.0,334.0,0.66249764
-20.0,338.0,0.6507478
-20.0,342.0,0.6540965
-20.0,346.0,0.67518187
-20.0,350.0,0.70703495
-20.0,354.0,0.74721205
-20.0,358.0,0.7854841
-16.0,2.0,0.84025025
-16.0,6.0,0.8878976
-16.0,10.0,0.97846246
-16.0,14.0,1.0087109
-16.0,18.0,
-16.0,22.0,
-16.0,26.0,
-16.0,30.0,
-16.0,34.0,
-16.0,38.0,0.5873308
-16.0,42.0,0.56639344
-16.0,46.0,0.4672977
-16.0,50.0,0.495423
-16.0,54.0,0.5437343
-16.0,58.0,0.56143546
-16.0,62.0,0.56809783
-16.0,66.0,0.5913483
-16.0,70.0,0.6392747
-16.0,74.0,0.68135667
-16.0,78.0,0.7190887
-16.0,82.0,0.75057435
-16.0,86.0,0.7789134
-16.0,90.0,0.801038
-16.0,94.0,0.8186072
-16.0,98.0,0.83401287
-16.0,102.0,0.85043085
-16.0,106.0,0.85986876
-16.0,110.0,0.83863497
-16.0,114.0,0.8412411
-16.0,118.0,0.83875585
-16.0,122.0,0.8125998
-16.0,126.0,0.79410076
-16.0,130.0,0.8139963
-16.0,134.0,
-16.0,138.0,0.7567934
-16.0,142.0,0.7324626
-16.0,146.0,0.4786466
-16.0,150.0,0.5297595
-16.0,154.0,0.53899956
-16.0,158.0,0.514297
-16.0,162.0,0.47951758
-16.0,166.0,0.42912292
-16.0,170.0,0.3650986
-16.0,174.0,0.34083736
-16.0,178.0,0.34749553
-16.0,182.0,0.4119444
-16.0,186.0,0.5172491
-16.0,190.0,0.59923255
-16.0,194.0,0.666463
-16.0,198.0,0.73298204
-16.0,202.0,0.81043804
-16.0,206.0,0.87845767
-16.0,210.0,0.948262
-16.0,214.0,1.0159405
-16.0,218.0,1.0682616
-16.0,222.0,1.1115108
-16.0,226.0,1.1412435
-16.0,230.0,1.148539
-16.0,234.0,1.1401587
-16.0,238.0,1.1240127
-16.0,242.0,1.1127666
-16.0,246.0,1.096699
-16.0,250.0,1.0556542
-16.0,254.0,1.0031936
-16.0,258.0,0.9671254
-16.0,262.0,0.9287281
-16.0,266.0,0.8680898
-16.0,270.0,0.7648424
-16.0,274.0,0.6581571
-16.0,278.0,0.5649494
-16.0,282.0,0.52412856
-16.0,286.0,0.48241496
-16.0,290.0,
-16.0,294.0,
-16.0,298.0,
-16.0,302.0,
-16.0,306.0,
-16.0,310.0,
-16.0,314.0,
-16.0,318.0,
-16.0,322.0,0.7368762
-16.0,326.0,0.78835404
-16.0,330.0,0.76583683
-16.0,334.0,0.75295746
-16.0,338.0,0.73955274
-16.0,342.0,0.7416822
-16.0,346.0,0.756979
-16.0,350.0,0.77554834
-16.0,354.0,0.80357873
-16.0,358.0,0.8230444
-12.0,2.0,0.8955271
-12.0,6.0,0.9555117
-12.0,10.0,1.0428358
-12.0,14.0,1.0510947
-12.0,18.0,
-12.0,22.0,
-12.0,26.0,
-12.0,30.0,
-12.0,34.0,
-12.0,38.0,
-12.0,42.0,0.57956654
-12.0,46.0,0.54180634
-12.0,50.0,0.543971
-12.0,54.0,0.5860379
-12.0,58.0,0.6068871
-12.0,62.0,0.6287699
-12.0,66.0,0.653744
-12.0,70.0,0.6858214
-12.0,74.0,0.7125807
-12.0,78.0,0.7387699
-12.0,82.0,0.7782619
-12.0,86.0,0.82396805
-12.0,90.0,0.86656785
-12.0,94.0,0.89455223
-12.0,98.0,0.9030274
-12.0,102.0,0.89548826
-12.0,106.0,0.8729031
-12.0,110.0,0.8438873
-12.0,114.0,0.81592166
-12.0,118.0,0.7649056
-12.0,122.0,0.7368474
-12.0,126.0,0.75386417
-12.0,130.0,0.7272242
-12.0,134.0,0.672173
-12.0,138.0,0.69043934
-12.0,142.0,0.57336515
-12.0,146.0,0.49085128
-12.0,150.0,0.48640943
-12.0,154.0,0.48146963
-12.0,158.0,0.49647558
-12.0,162.0,0.47551095
-12.0,166.0,0.4516921
-12.0,170.0,0.44166374
-12.0,174.0,0.4671358
-12.0,178.0,0.5336571
-12.0,182.0,0.6227746
-12.0,186.0,0.69648707
-12.0,190.0,0.7445018
-12.0,194.0,0.79190946
-12.0,198.0,0.8467463
-12.0,202.0,0.91512966
-12.0,206.0,0.9871725
-12.0,210.0,1.0412812
-12.0,214.0,1.073319
-12.0,218.0,1.0808637
-12.0,222.0,1.071257
-12.0,226.0,1.0641389
-12.0,230.0,1.0435019
-12.0,234.0,1.0231457
-12.0,238.0,1.0048834
-12.0,242.0,1.0010331
-12.0,246.0,0.9960995
-12.0,250.0,0.95302105
-12.0,254.0,0.91553867
-12.0,258.0,0.90037847
-12.0,262.0,0.8545264
-12.0,266.0,0.78199005
-12.0,270.0,0.6916466
-12.0,274.0,0.61697376
-12.0,278.0,0.548795
-12.0,282.0,0.55324775
-12.0,286.0,
-12.0,290.0,
-12.0,294.0,
-12.0,298.0,
-12.0,302.0,
-12.0,306.0,
-12.0,310.0,
-12.0,314.0,
-12.0,318.0,
-12.0,322.0,0.71944165
-12.0,326.0,0.76319206
-12.0,330.0,0.763922
-12.0,334.0,0.76405823
-12.0,338.0,0.7596712
-12.0,342.0,0.75570846
-12.0,346.0,0.75969493
-12.0,350.0,0.7895242
-12.0,354.0,0.81845987
-12.0,358.0,0.84241307
-8.0,2.0,0.94500804
-8.0,6.0,1.040318
-8.0,10.0,1.1031078
-8.0,14.0,1.1297951
-8.0,18.0,
-8.0,22.0,
-8.0,26.0,
-8.0,30.0,
-8.0,34.0,
-8.0,38.0,0.5358906
-8.0,42.0,0.5759152
-8.0,46.0,0.5727793
-8.0,50.0,0.5787215
-8.0,54.0,0.6199424
-8.0,58.0,0.6408316
-8.0,62.0,0.6631528
-8.0,66.0,0.7041408
-8.0,70.0,0.7472404
-8.0,74.0,0.77691615
-8.0,78.0,0.7945415
-8.0,82.0,0.79566085
-8.0,86.0,0.8268273
-8.0,90.0,0.87177026
-8.0,94.0,0.9074259
-8.0,98.0,0.9220984
-8.0,102.0,0.9068787
-8.0,106.0,0.85796505
-8.0,110.0,0.7744073
-8.0,114.0,0.74893993
-8.0,118.0,0.70945865
-8.0,122.0,0.65537006
-8.0,126.0,0.6562476
-8.0,130.0,0.6543914
-8.0,134.0,0.6509962
-8.0,138.0,0.65895563
-8.0,142.0,0.59183025
-8.0,146.0,0.5535649
-8.0,150.0,0.45661938
-8.0,154.0,0.47047615
-8.0,158.0,0.5256499
-8.0,162.0,0.53075874
-8.0,166.0,0.5698639
-8.0,170.0,0.62666404
-8.0,174.0,0.6678387
-8.0,178.0,0.723312
-8.0,182.0,0.7972671
-8.0,186.0,0.8456758
-8.0,190.0,0.8767278
-8.0,194.0,0.89964306
-8.0,198.0,0.9247236
-8.0,202.0,0.94123065
-8.0,206.0,0.9558295
-8.0,210.0,0.971503
-8.0,214.0,0.97426414
-8.0,218.0,0.9659598
-8.0,222.0,0.95232034
-8.0,226.0,0.9399127
-8.0,230.0,0.9210627
-8.0,234.0,0.90273345
-8.0,238.0,0.88969564
-8.0,242.0,0.8858552
-8.0,246.0,0.88027287
-8.0,250.0,0.8667021
-8.0,254.0,0.8523048
-8.0,258.0,0.81765497
-8.0,262.0,0.7699721
-8.0,266.0,0.71765745
-8.0,270.0,0.6529126
-8.0,274.0,0.59815454
-8.0,278.0,0.5401287
-8.0,282.0,0.52295303
-8.0,286.0,
-8.0,290.0,
-8.0,294.0,
-8.0,298.0,
-8.0,302.0,
-8.0,306.0,
-8.0,310.0,
-8.0,314.0,
-8.0,318.0,
-8.0,322.0,
-8.0,326.0,0.7280221
-8.0,330.0,0.77194
-8.0,334.0,0.780622
-8.0,338.0,0.7785151
-8.0,342.0,0.7834079
-8.0,346.0,0.7980794
-8.0,350.0,0.8262644
-8.0,354.0,0.85361755
-8.0,358.0,0.8805181
-4.0,2.0,1.0248432
-4.0,6.0,1.0947284
-4.0,10.0,1.1351339
-4.0,14.0,
-4.0,18.0,
-4.0,22.0,
-4.0,26.0,
-4.0,30.0,
-4.0,34.0,
-4.0,38.0,0.5352516
-4.0,42.0,0.544937
-4.0,46.0,0.5561863
-4.0,50.0,0.5621462
-4.0,54.0,0.6109253
-4.0,58.0,0.6433377
-4.0,62.0,0.6666939
-4.0,66.0,0.7025318
-4.0,70.0,0.7396058
-4.0,74.0,0.77017164
-4.0,78.0,0.7920029
-4.0,82.0,0.8039787
-4.0,86.0,0.7828772
-4.0,90.0,0.76869285
-4.0,94.0,0.7730448
-4.0,98.0,0.79761815
-4.0,102.0,0.81978244
-4.0,106.0,0.59632707
-4.0,110.0,0.6594
-4.0,114.0,0.6795311
-4.0,118.0,0.65879786
-4.0,122.0,0.6125014
-4.0,126.0,0.62732375
-4.0,130.0,0.6239886
-4.0,134.0,0.6495155
-4.0,138.0,0.620018
-4.0,142.0,0.59539175
-4.0,146.0,0.55719435
-4.0,150.0,0.56878567
-4.0,154.0,0.6193572
-4.0,158.0,0.69889295
-4.0,162.0,0.7397207
-4.0,166.0,0.7891228
-4.0,170.0,0.83798873
-4.0,174.0,0.86740196
-4.0,178.0,0.8937148
-4.0,182.0,0.9123877
-4.0,186.0,0.92283
-4.0,190.0,0.9353962
-4.0,194.0,0.937423
-4.0,198.0,0.93968093
-4.0,202.0,0.94190145
-4.0,206.0,0.9287919
-4.0,210.0,0.9231416
-4.0,214.0,0.9184356
-4.0,218.0,0.9106045
-4.0,222.0,0.89248943
-4.0,226.0,0.8631911
-4.0,230.0,0.83816195
-4.0,234.0,0.8104973
-4.0,238.0,0.79195905
-4.0,242.0,0.77610517
-4.0,246.0,0.7701794
-4.0,250.0,0.76369
-4.0,254.0,0.748911
-4.0,258.0,0.7309753
-4.0,262.0,0.71897876
-4.0,266.0,0.69156754
-4.0,270.0,0.6432333
-4.0,274.0,0.60304916
-4.0,278.0,0.52567613
-4.0,282.0,
-4.0,286.0,
-4.0,290.0,
-4.0,294.0,
-4.0,298.0,
-4.0,302.0,
-4.0,306.0,
-4.0,310.0,
-4.0,314.0,
-4.0,318.0,0.7521865
-4.0,322.0,0.74990654
-4.0,326.0,0.8024509
-4.0,330.0,0.8611909
-4.0,334.0,0.8710283
-4.0,338.0,0.87196624
-4.0,342.0,0.8680717
-4.0,346.0,0.86723876
-4.0,350.0,0.8856251
-4.0,354.0,0.9261975
-4.0,358.0,0.96908796
0.0,2.0,0.98437726
0.0,6.0,1.045823
0.0,10.0,1.060585
0.0,14.0,
0.0,18.0,
0.0,22.0,
0.0,26.0,
0.0,30.0,
0.0,34.0,
0.0,38.0,
0.0,42.0,0.50888026
0.0,46.0,0.54330957
0.0,50.0,0.5983666
0.0,54.0,0.6442369
0.0,58.0,0.65955806
0.0,62.0,0.66600907
0.0,66.0,0.65814924
0.0,70.0,0.65138495
0.0,74.0,0.655519
0.0,78.0,0.6746521
0.0,82.0,0.6884619
0.0,86.0,0.6780617
0.0,90.0,0.6798241
0.0,94.0,0.6922381
0.0,98.0,0.6925846
0.0,102.0,0.59458286
0.0,106.0,0.6262839
0.0,110.0,0.6025895
0.0,114.0,
0.0,118.0,0.6401037
0.0,122.0,0.6092142
0.0,126.0,0.6346004
0.0,130.0,0.6296355
0.0,134.0,0.6739556
0.0,138.0,0.6767156
0.0,142.0,0.6619921
0.0,146.0,0.6837542
0.0,150.0,0.7114512
0.0,154.0,0.7374604
0.0,158.0,0.7510401
0.0,162.0,0.746169
0.0,166.0,0.7486186
0.0,170.0,0.7499393
0.0,174.0,0.7490995
0.0,178.0,0.7512325
0.0,182.0,0.7563728
0.0,186.0,0.7647846
0.0,190.0,0.76998127
0.0,194.0,0.76248646
0.0,198.0,0.74467015
0.0,202.0,0.7246889
0.0,206.0,0.6919185
0.0,210.0,0.66677356
0.0,214.0,0.64732397
0.0,218.0,0.64984775
0.0,222.0,0.6476222
0.0,226.0,0.62623787
0.0,230.0,0.61306787
0.0,234.0,0.60411346
0.0,238.0,0.5995183
0.0,242.0,0.5964825
0.0,246.0,0.59309936
0.0,250.0,0.58343244
0.0,254.0,0.56962216
0.0,258.0,0.57293403
